username,F or N,task,ix,iy,iz,tx,ty,tz,tsx,tsy,tsz,tss,ttx,tty,ttz,tts,timetotal,timeidle,timework,breaks,dist,session
cbl,nofeedback,click,0.105062,0.2173603,0.464455,0.1635842,0.1635842,0.389269,-0.203,0.3119999,0.4620012,0.05,0.0962,0.2119999,0.4630012,0.02,1.22929498501,0,0,1,0.0,0
cbl,nofeedback,click,0.1002956,0.1011585,0.4654518,0.07018363,0.07018363,0.3776436,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,1.14806209999,0,0,1,0.108,0
cbl,nofeedback,click,-0.109124,0.3216424,0.4675767,0.2491963,0.2491963,0.3864543,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.3199999,0.4630012,0.02,3.73423690001,0,0,1,0.293289208803,0
cbl,nofeedback,click,0.0989691,0.2132938,0.4553952,0.1576908,0.1576908,0.3935953,-0.203,0.3119999,0.4620012,0.05,0.0962,0.2119999,0.4630012,0.02,2.3080606,0,0,1,0.225890592987,0
cbl,nofeedback,click,0.0976644,0.1121302,0.4653242,0.08062601,0.08062601,0.393954,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,3.6146491,0,0,1,0.108,0
cbl,nofeedback,click,-0.1021533,0.3189124,0.4550507,0.250623,0.250623,0.4010932,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.3199999,0.4630012,0.02,1.81416719999,0,0,1,0.293289208803,0
cbl,nofeedback,click,0.09588135,0.2200209,0.4629838,0.1803354,0.1803354,0.3807606,-0.203,0.3119999,0.4620012,0.05,0.0962,0.2119999,0.4630012,0.02,1.40161819999,0,0,1,0.225890592987,0
cbl,nofeedback,click,0.00375474,0.1107095,0.4725667,0.06688976,0.06688976,0.4013931,-0.203,0.3119999,0.4620012,0.05,-0.003,0.1039999,0.4630012,0.02,2.17373540001,0,0,1,0.146644604401,0
cbl,nofeedback,click,0.1009886,0.1039674,0.4624848,0.0838486,0.0838486,0.373885,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,2.13473450001,0,0,1,0.0992,0
cbl,nofeedback,click,0.08795085,0.3266773,0.4615475,0.2764112,0.2764112,0.3853688,-0.203,0.3119999,0.4620012,0.05,0.0962,0.3199999,0.4630012,0.02,2.4816225,0,0,1,0.216,0
cbl,nofeedback,click,-0.09825995,0.214132,0.4547593,0.1729562,0.1729562,0.370286,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.2119999,0.4630012,0.02,1.6547997,0,0,1,0.225890592987,0
cbl,nofeedback,click,0.1016439,0.09832656,0.4657977,0.07573724,0.07573724,0.3792332,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,4.2550798,0,0,1,0.225890592987,0
cbl,nofeedback,click,0.004949844,0.2143964,0.4531535,0.1597941,0.1597941,0.393738,-0.203,0.3119999,0.4620012,0.05,-0.003,0.2119999,0.4630012,0.02,1.1612435,0,0,1,0.146644604401,0
cbl,nofeedback,click,0.0998702,0.1004241,0.4630744,0.09917629,0.09917629,0.3780589,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,2.33486630001,0,0,1,0.146644604401,0
cbl,nofeedback,click,-0.002558274,0.1055452,0.465513,0.102073,0.102073,0.4078009,-0.203,0.3119999,0.4620012,0.05,-0.003,0.1039999,0.4630012,0.02,1.49485839999,0,0,1,0.0992,0
cbl,nofeedback,click,-0.09966785,0.3197345,0.4580048,0.3024396,0.3024396,0.4060776,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.3199999,0.4630012,0.02,4.50793359999,0,0,1,0.237690218562,0
cbl,nofeedback,click,-0.01163355,0.108169,0.455464,0.1111486,0.1111486,0.4084907,-0.203,0.3119999,0.4620012,0.05,-0.003,0.1039999,0.4630012,0.02,2.05442450001,0,0,1,0.237690218562,0
cbl,nofeedback,click,-0.1026237,0.3291631,0.4593959,0.3136743,0.3136743,0.4136965,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.3199999,0.4630012,0.02,3.28170840001,0,0,1,0.237690218562,0
cbl,nofeedback,click,-0.1033287,0.1128016,0.4620515,0.1188291,0.1188291,0.4139586,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.1039999,0.4630012,0.02,2.361231,0,0,1,0.216,0
cbl,nofeedback,click,-0.003115597,0.2166952,0.4625678,0.2109305,0.2109305,0.4124931,-0.203,0.3119999,0.4620012,0.05,-0.003,0.2119999,0.4630012,0.02,1.7078852,0,0,1,0.146644604401,0
cbl,nofeedback,click,-0.1955875,0.3220241,0.4653392,0.3130718,0.3130718,0.4209562,-0.203,0.3119999,0.4620012,0.05,-0.2014,0.3199999,0.4630012,0.02,2.89456670001,0,0,1,0.225890592987,0
cbl,nofeedback,click,-0.007296435,0.3292699,0.4559588,0.3165832,0.3165832,0.4075041,-0.203,0.3119999,0.4620012,0.05,-0.003,0.3199999,0.4630012,0.02,1.48157630001,0,0,1,0.1984,0
cbl,nofeedback,click,-0.1092199,0.2020006,0.466608,0.2003843,0.2003843,0.4194717,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.2119999,0.4630012,0.02,1.5214254,0,0,1,0.146644604401,0
cbl,nofeedback,click,-0.002806102,0.3208082,0.4603305,0.3100413,0.3100413,0.4115913,-0.203,0.3119999,0.4620012,0.05,-0.003,0.3199999,0.4630012,0.02,1.49497870001,0,0,1,0.146644604401,0
cbl,nofeedback,click,-0.0987238,0.1021653,0.4562734,0.1100819,0.1100819,0.4100135,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.1039999,0.4630012,0.02,1.56166010001,0,0,1,0.237690218562,0
cbl,nofeedback,click,0.003494171,0.1058499,0.4582986,0.1130509,0.1130509,0.4095725,-0.203,0.3119999,0.4620012,0.05,-0.003,0.1039999,0.4630012,0.02,1.268086,0,0,1,0.0992,0
cbl,nofeedback,click,-0.00993745,0.3247633,0.4668149,0.314828,0.314828,0.4187844,-0.203,0.3119999,0.4620012,0.05,-0.003,0.3199999,0.4630012,0.02,1.8949689,0,0,1,0.216,0
cbl,nofeedback,click,0.09148685,0.1109989,0.4583772,0.1154096,0.1154096,0.4081022,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,2.2014008,0,0,1,0.237690218562,0
cbl,nofeedback,click,-0.1066726,0.3289021,0.4579242,0.3194582,0.3194582,0.4119242,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.3199999,0.4630012,0.02,2.0010626,0,0,1,0.293289208803,0
cbl,nofeedback,click,-0.1038171,0.2088522,0.4614271,0.2071179,0.2071179,0.4163763,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.2119999,0.4630012,0.02,1.34787629999,0,0,1,0.108,0
cbl,nofeedback,click,0.0959905,0.1044798,0.4561385,0.1083003,0.1083003,0.4061445,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,2.1879513,0,0,1,0.225890592987,0
cbl,nofeedback,click,-0.001576585,0.3216715,0.4686753,0.3091879,0.3091879,0.4217741,-0.203,0.3119999,0.4620012,0.05,-0.003,0.3199999,0.4630012,0.02,1.88141429999,0,0,1,0.237690218562,0
cbl,nofeedback,click,-0.1010588,0.1074849,0.4562837,0.1111219,0.1111219,0.4132045,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.1039999,0.4630012,0.02,1.8680838,0,0,1,0.237690218562,0
cbl,nofeedback,click,0.0906139,0.1061375,0.4566174,0.106091,0.106091,0.4065557,-0.203,0.3119999,0.4620012,0.05,0.0962,0.1039999,0.4630012,0.02,2.17448910001,0,0,1,0.1984,0
cbl,nofeedback,click,-0.2065921,0.2217761,0.4656771,0.2184314,0.2184314,0.4270155,-0.203,0.3119999,0.4620012,0.05,-0.2014,0.2119999,0.4630012,0.02,3.8724187,0,0,1,0.316590840044,0
cbl,nofeedback,click,0.09203465,0.3189892,0.4585722,0.3050336,0.3050336,0.4109049,-0.203,0.3119999,0.4620012,0.05,0.0962,0.3199999,0.4630012,0.02,2.14800869999,0,0,1,0.316590840044,1
cbl,nofeedback,click,-0.001972185,0.3119379,0.4581183,0.2983525,0.2983525,0.4133065,-0.203,0.3119999,0.4620012,0.05,-0.003,0.3199999,0.4630012,0.02,1.2144389,0,0,1,0.0992,1
cbl,nofeedback,click,-0.1106725,0.1070144,0.4588723,0.1088233,0.1088233,0.4178371,-0.203,0.3119999,0.4620012,0.05,-0.1022,0.1039999,0.4630012,0.02,2.2140436,0,0,1,0.237690218562,1
